file,formula,n_atoms,energy_eV,energy_per_atom_eV,pressure_input_GPa,pressure_output_GPa,stress_GPa,lattice_a,lattice_b,lattice_c,angle_alpha,angle_beta,angle_gamma,lattice_vectors,source_csv,volume_A3,H_tot_eV,H_per_atom_eV,Li_num,Li_frac,Cu_num,Cu_frac,H_num,H_frac,H_form_eV_per_atom,explicit_formula
sample_18.vasp,LiH,2,-6.103894,-3.051947116851806,0,-0.2982437113920848,[ 0.347  0.297  0.25  -0.121  0.085  0.07 ],2.8388455969513102,2.8388455969513102,2.83884559695131,90.30813938608615,119.82225539161269,119.82225539161266,"[[ 2.462834e+00 -1.132283e-03 -1.411910e+00]
 [-1.635503e+00  2.320326e+00 -1.611206e-02]
 [ 1.402212e-04  1.132283e-03  2.838845e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_14/summary_batch_14_0GPa.csv,16.22066234986398,-6.134088618715395,-3.0670443093576973,1.0,0.5,0.0,0.0,1.0,0.5,-0.4186477113038145,LiH
sample_20.vasp,LiH,2,-6.104055,-3.052027463912964,0,0.0734559611786001,[-0.052  0.    -0.169  0.045  0.032  0.075],2.829152984984224,2.8291529849842227,2.828130960464477,119.92445792223322,119.92445792223322,90.00731576895888,"[[ 2.452575e+00 -4.604302e-04 -1.410312e+00]
 [-8.121464e-01  2.312945e+00 -1.412378e+00]
 [-1.190985e-03  8.444003e-04  2.828131e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_76/summary_batch_76_0GPa.csv,16.042005795362673,-6.096700123485988,-3.048350061742994,1.0,0.5,0.0,0.0,1.0,0.5,-0.3999534636891111,LiH
sample_9.vasp,LiH,2,-6.1039724,-3.0519862174987797,0,0.1768775383631388,[-0.131 -0.084 -0.316 -0.115 -0.163 -0.067],2.8236171200756277,2.823617120075628,2.8236171200756286,60.210370398400826,60.210370398400826,60.21037039840084,"[[ 2.452187e+00  1.888004e-03  1.399854e+00]
 [ 8.128496e-01  2.311896e+00  1.402578e+00]
 [ 3.418194e-03 -9.046110e-04  2.823615e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_81/summary_batch_81_0GPa.csv,15.994337243647971,-6.086314924794816,-3.043157462397408,1.0,0.5,0.0,0.0,1.0,0.5,-0.394760864343525,LiH
sample_12.vasp,Li4CuH3,8,-24.18918,-3.0236475467681885,0,-0.2670224606990814,[ 0.261  0.312  0.228 -0.003 -0.005 -0.046],2.751904986860893,2.751904986860891,11.356962651447803,83.09079724220041,83.09079724220042,60.09985381150093,"[[ 2.731899e+00  2.768896e-03  3.312077e-01]
 [ 1.339345e+00  2.381139e+00  3.306249e-01]
 [-6.829400e-04  2.382831e-03  1.135696e+01]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_16/summary_batch_16_0GPa.csv,73.8347051228497,-24.31223464423884,-3.039029330529855,4.0,0.5,1.0,0.125,3.0,0.375,-0.34988625030794385,Li4CuH3
sample_5.vasp,Li3Cu2H3,8,-26.03618,-3.254522562026977,0,-0.1510870903730392,[ 0.334  0.335 -0.216 -0.06  -0.059  0.031],2.823374203349613,2.8233742033496125,9.1429046471398,98.84419388122484,98.84419388122484,89.92783445702807,"[[ 2.789701e+00  7.364145e-04 -4.347510e-01]
 [-6.499727e-02  2.788836e+00 -4.354434e-01]
 [ 2.170792e-03  4.493054e-03  9.142903e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_65/summary_batch_65_0GPa.csv,71.14060903196714,-26.103266418511993,-3.262908302313999,3.0,0.375,2.0,0.25,3.0,0.375,-0.3461418750607872,Li3Cu2H3
sample_6.vasp,Li7CuH7,15,-45.794815,-3.0529876708984376,0,-0.1350488315025965,[ 0.187  0.153  0.065  0.045  0.041 -0.014],2.844759573432245,4.918002364978001,9.621642903577351,77.83919478833158,89.92467238011433,73.18226113716133,"[[ 2.844752e+00  1.410682e-03  6.444422e-03]
 [ 1.418285e+00  4.592546e+00  1.041029e+00]
 [-9.143022e-03 -7.694948e-03  9.621635e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_39/summary_batch_39_0GPa.csv,125.70706093210886,-45.90077456680222,-3.0600516377868145,7.0,0.4666666666666667,1.0,0.06666666666666667,7.0,0.4666666666666667,-0.3400897519464446,Li7CuH7
sample_7.vasp,LiCu4H,6,-22.084076,-3.6806793212890634,0,-0.2172967543204625,[ 0.254  0.252  0.146 -0.087 -0.085 -0.037],2.6965110014348364,2.696511001434837,8.719422393015408,98.96098137385614,98.96098137385614,90.01920522525857,"[[ 2.663382e+00  4.154719e-04 -4.213868e-01]
 [-6.794295e-02  2.662573e+00 -4.210254e-01]
 [ 4.495300e-03  3.428466e-03  8.719421e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_89/summary_batch_89_0GPa.csv,61.842560975348974,-22.16795058340331,-3.6946584305672183,1.0,0.16666666666666666,4.0,0.6666666666666666,1.0,0.16666666666666666,-0.33060895464845785,LiCu4H
sample_4.vasp,Li5CuH6,12,-37.507126,-3.125593821207682,0,-0.0291482309500376,[ 0.062  0.18  -0.155 -0.141 -0.045 -0.023],2.8000899757529574,4.257399333196585,8.461712533435472,90.33828468717786,99.54366983806231,89.9980017241376,"[[ 2.761870e+00  3.372519e-05 -4.610623e-01]
 [-3.374488e-03  4.257347e+00 -2.080431e-02]
 [-9.776848e-03 -8.617898e-03  8.461702e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_35/summary_batch_35_0GPa.csv,99.47501550609338,-37.52522338760485,-3.1271019489670713,5.0,0.4166666666666667,1.0,0.08333333333333333,6.0,0.5,-0.3269564528923213,Li5CuH6
sample_20.vasp,Li2CuH2,5,-15.884317,-3.1768634796142576,0,-0.2330007224033276,[ 0.34   0.336  0.022 -0.101 -0.094 -0.028],2.9250597111373704,2.9250597111373717,5.559940118472678,105.25098325034206,105.25098325034206,90.0,"[[ 2.821929e+00  4.487438e-17 -7.698656e-01]
 [-2.104095e-01  2.813694e+00 -7.712524e-01]
 [ 8.570283e-04  3.663992e-03  5.559939e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_5/summary_batch_5_0GPa.csv,44.15658853415412,-15.948532881911214,-3.189706576382243,2.0,0.4,1.0,0.2,2.0,0.4,-0.32661411496889664,Li2CuH2
sample_2.vasp,LiCuH,6,-19.963444,-3.3272406260172525,0,-0.0816700756549835,[ 2.897e-01  2.897e-01 -3.343e-01  1.265e-04  2.336e-04  6.509e-07],2.842381264181953,2.8423812641819537,6.785134355058014,90.0,90.0,90.0,"[[ 2.842381e+00 -1.354538e-21  1.058068e-03]
 [-2.151739e-07  2.842381e+00  5.780407e-04]
 [-2.525745e-03 -1.379859e-03  6.785134e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_50/summary_batch_50_0GPa.csv,54.817987814576135,-19.991387172937028,-3.3318978621561715,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,-0.3256748251698494,LiCuH
