file,formula,n_atoms,energy_eV,energy_per_atom_eV,pressure_input_GPa,pressure_output_GPa,stress_GPa,lattice_a,lattice_b,lattice_c,angle_alpha,angle_beta,angle_gamma,lattice_vectors,source_csv,volume_A3,H_tot_eV,H_per_atom_eV,Li_num,Li_frac,Cu_num,Cu_frac,H_num,H_frac,H_form_eV_per_atom,explicit_formula
sample_13.vasp,Cu2H,3,-11.211945,-3.7373148600260415,0,-0.2171559706330299,[ 4.317e-01  2.846e-01 -6.480e-02 -5.268e-02  3.960e-04  1.175e-04],2.633388655005036,2.6300436853383675,4.347901716831437,90.0819466563171,90.0,120.04208073851945,"[[ 2.633388e+00  1.429605e-03  1.953560e-03]
 [-1.317927e+00  2.276000e+00 -4.764514e-03]
 [-3.225486e-03  4.817841e-05  4.347901e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_20/summary_batch_20_0GPa.csv,26.067747474623957,-11.247276733869807,-3.749092244623269,0.0,0.0,2.0,0.6666666666666666,1.0,0.3333333333333333,-0.13587361555347796,Cu2H
sample_4.vasp,Cu3H,4,-15.283194,-3.820798397064209,0,-0.029600366950035,[-0.095 -0.105  0.289 -0.047 -0.08   0.009],2.603988045749639,2.6039880457496385,6.634667642162991,78.68276967135029,78.68276967135029,59.99999999999999,"[[ 2.553928e+00 -1.638997e-18  5.081414e-01]
 [ 1.226493e+00  2.240239e+00  5.077361e-01]
 [ 7.451628e-03  5.615605e-03  6.634661e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_52/summary_batch_52_0GPa.csv,37.947345206035955,-15.290204809455128,-3.822551202363782,0.0,0.0,3.0,0.75,1.0,0.25,-0.18216825184863872,Cu3H
sample_11.vasp,Cu4H,5,-19.257223,-3.851444625854492,0,-0.2844344278176625,[ 2.844e-01  2.844e-01  2.844e-01 -4.723e-07  2.216e-06  7.983e-07],3.6867323036462576,3.6867323036462576,3.686732303646257,90.0,90.0,90.0,"[[ 3.686732e+00  5.127709e-23  2.105009e-03]
 [ 1.213529e-07  3.686732e+00 -2.125385e-04]
 [-2.105009e-03  2.125386e-04  3.686732e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_75/summary_batch_75_0GPa.csv,50.110051449030834,-19.346183390651703,-3.8692366781303407,0.0,0.0,4.0,0.8,1.0,0.2,-0.21255513474798562,Cu4H
sample_8.vasp,Cu5H2,7,-26.44293,-3.777561460222517,0,0.0435204661140839,[-0.064 -0.087  0.02  -0.028 -0.028  0.011],2.6318755434703576,2.631518973347362,11.448067498507717,83.46755340579618,83.43516092342354,60.00299920840212,"[[ 2.613058e+00  3.522330e-03  3.141432e-01]
 [ 1.284477e+00  2.275378e+00  3.125116e-01]
 [-5.796973e-02 -3.333223e-02  1.144787e+01]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_63/summary_batch_63_0GPa.csv,68.06888785141889,-26.424440214894027,-3.7749200306991466,0.0,0.0,5.0,0.7142857142857143,2.0,0.2857142857142857,-0.1461789322320115,Cu5H2
sample_2.vasp,CuH,2,-7.1869345,-3.593467235565185,0,-0.0296600932876269,[ 0.04  -0.04   0.088  0.039  0.041  0.022],2.8395950884667256,2.837735875632964,2.839595088466726,59.88670316035751,59.92848180813152,59.88670316035752,"[[ 2.456005e+00  7.832770e-04  1.425251e+00]
 [ 8.174325e-01  2.312822e+00  1.426676e+00]
 [-2.755226e-03 -2.648594e-03  2.839593e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_23/summary_batch_23_0GPa.csv,16.143202649196347,-7.18992299051582,-3.59496149525791,0.0,0.0,1.0,0.5,1.0,0.5,-0.03607150907882328,CuH
sample_2.vasp,Li(Cu2H)3,10,-36.192722,-3.619272232055664,0,-0.0542321735993027,[-3.752e-02  8.953e-03  1.913e-01  6.829e-02 -4.346e-06  1.027e-05],2.666513470670084,4.580448908473605,7.776394009968317,85.42721997719646,90.0,106.9223592571806,"[[ 2.666513e+00 -1.351476e-03  4.714037e-04]
 [-1.331108e+00  4.367558e+00  3.648333e-01]
 [-1.374663e-03  1.946833e-04  7.776394e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_3/summary_batch_3_0GPa.csv,90.55087698956686,-36.22337262555815,-3.622337262555815,1.0,0.1,6.0,0.6,3.0,0.3,-0.18035158253292352,Li(Cu2H)3
sample_13.vasp,Li(Cu2H3)2,11,-37.525696,-3.4114268909801138,0,0.1746119558811187,[-0.097 -0.098 -0.329  0.227  0.11  -0.027],4.658116414797555,4.662988266475879,4.718312391175774,100.8660897470145,100.99610367299556,119.09520412970316,"[[ 4.573572e+00  2.155679e-03 -8.834471e-01]
 [-2.479851e+00  3.851126e+00 -8.732844e-01]
 [-5.210176e-03 -1.040953e-02  4.718298e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_21/summary_batch_21_0GPa.csv,83.04840459034708,-37.43518633832506,-3.403198758029551,1.0,0.09090909090909091,4.0,0.36363636363636365,6.0,0.5454545454545454,-0.02466992684342079,Li(Cu2H3)2
sample_19.vasp,Li(Cu3H)2,9,-32.94706,-3.6607844034830728,0,-0.0135075685878594,[ 0.044 -0.097  0.094  0.049  0.073 -0.152],2.558437059379276,6.505753402003302,6.265815078720473,118.47585968761015,101.8041532675267,89.38968695009657,"[[ 2.512528  0.020056 -0.482082]
 [-0.561761  5.71481  -3.05781 ]
 [-0.102714 -0.059002  6.264695]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_89/summary_batch_89_0GPa.csv,89.27699834922139,-32.95458673164589,-3.6616207479606544,1.0,0.1111111111111111,6.0,0.6666666666666666,2.0,0.2222222222222222,-0.21451488765821677,Li(Cu3H)2
sample_11.vasp,Li(Cu3H4)2,15,-52.323215,-3.488214365641276,0,0.0107600378493467,[-0.099 -0.033  0.1    0.115  0.144 -0.144],5.227259949435474,5.227259949435475,5.0205286471818535,87.9798640785745,87.9798640785745,66.57647972570922,"[[ 5.197981  0.473697  0.28435 ]
 [ 1.621548  4.960725  0.293325]
 [-0.089195 -0.081133  5.019081]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_33/summary_batch_33_0GPa.csv,125.76523820132448,-52.314768746976895,-3.4876512497984598,1.0,0.06666666666666667,6.0,0.4,8.0,0.5333333333333333,-0.061026110614207596,Li(Cu3H4)2
sample_2.vasp,Li(Cu4H)2,11,-40.66539,-3.696853637695313,0,0.0465593636035919,[-0.121 -0.156  0.137 -0.048  0.071 -0.022],2.598338094321151,7.081032544561783,7.533585664212308,123.97144624974364,99.86978152592164,90.04467787560637,"[[ 2.560173e+00  3.032062e-04 -4.437048e-01]
 [-6.918185e-01  5.832383e+00 -3.955467e+00]
 [-4.929179e-03 -2.226255e-03  7.533584e+00]]",/home/apandit/Applications/MatterGen/mattergen-main/test_self/test_licuh/mattersim_rel_pres/0_GPa/batch_78/summary_batch_78_0GPa.csv,112.45639659181194,-40.632710088660794,-3.6938827353327994,1.0,0.09090909090909091,8.0,0.7272727272727273,2.0,0.18181818181818182,-0.1968186832942232,Li(Cu4H)2
